space,layer,held_out,detector,indist_auc,ood_auc,auc_drop
pns,4,toxic-chat,linear_probe,0.736854054549902,0.6755817711700065,0.06127228337989554
pns,4,toxic-chat,plain_voronoi,0.5926585602848445,0.5540158371040724,0.03864272318077211
pns,4,toxic-chat,lda,0.7375354187051534,0.6706124757595345,0.06692294294561885
pns,4,toxic-chat,qda,0.7803688641552511,0.6284340659340659,0.15193479822118516
pns,4,toxic-chat,power_single,0.5926585602848445,0.5540158371040724,0.03864272318077211
pns,4,toxic-chat,power_multi,0.6624567670961079,0.5503797672915319,0.11207699980457597
pns,4,wildjailbreak,linear_probe,0.7759801241219872,0.5619192799070848,0.21406084421490246
pns,4,wildjailbreak,plain_voronoi,0.6574071140029758,0.5756024970963995,0.08180461690657626
pns,4,wildjailbreak,lda,0.7775748919223819,0.5670731707317073,0.21050172119067467
pns,4,wildjailbreak,qda,0.7830776379893175,0.6267421602787457,0.15633547771057177
pns,4,wildjailbreak,power_single,0.6574071140029758,0.5756024970963995,0.08180461690657626
pns,4,wildjailbreak,power_multi,0.6491183638039351,0.5811919279907084,0.06792643581322666
pns,6,aegis-2.0,linear_probe,0.7444689440993788,0.5835714285714285,0.16089751552795029
pns,6,aegis-2.0,plain_voronoi,0.6240051759834369,0.4824025974025974,0.14160257858083947
pns,6,aegis-2.0,lda,0.7455838509316769,0.586038961038961,0.15954488989271587
pns,6,aegis-2.0,qda,0.7666226708074534,0.5357792207792208,0.2308434500282326
pns,6,aegis-2.0,power_single,0.6240051759834369,0.4824025974025974,0.14160257858083947
pns,6,aegis-2.0,power_multi,0.6378307453416149,0.6403896103896104,-0.0025588650479955177
pns,6,toxic-chat,linear_probe,0.7253348214285713,0.6626535229476407,0.06268129848093063
pns,6,toxic-chat,plain_voronoi,0.596489386279626,0.5589043309631545,0.037585055316471494
pns,6,toxic-chat,lda,0.7265490799630355,0.6649967679379445,0.06155231202509104
pns,6,toxic-chat,qda,0.7654313437703848,0.6277876535229476,0.13764369024743717
pns,6,toxic-chat,power_single,0.596489386279626,0.5589043309631545,0.037585055316471494
pns,6,toxic-chat,power_multi,0.6282639568384432,0.5514301874595993,0.0768337693788439
pns,6,wildjailbreak,linear_probe,0.7551952107925534,0.5773446573751452,0.17785055341740819
pns,6,wildjailbreak,plain_voronoi,0.6330080581210794,0.602243031358885,0.030765026762194392
pns,6,wildjailbreak,lda,0.7545297496871934,0.5837688734030198,0.1707608762841737
pns,6,wildjailbreak,qda,0.7562719267418991,0.6783173635307782,0.07795456321112093
pns,6,wildjailbreak,power_single,0.6330080581210794,0.602243031358885,0.030765026762194392
pns,6,wildjailbreak,power_multi,0.5807385869757287,0.3573969221835075,0.22334166479222117
pns,8,aegis-2.0,linear_probe,0.7641713250517597,0.5195454545454545,0.24462587050630513
pns,8,aegis-2.0,plain_voronoi,0.6256723602484472,0.5335064935064935,0.0921658667419537
pns,8,aegis-2.0,lda,0.7659673913043479,0.5178571428571428,0.24811024844720508
pns,8,aegis-2.0,qda,0.8064316770186336,0.5560389610389611,0.2503927159796725
pns,8,aegis-2.0,power_single,0.6256723602484472,0.5335064935064935,0.0921658667419537
pns,8,aegis-2.0,power_multi,0.6241361283643894,0.6771428571428572,-0.05300672877846779
pns,8,toxic-chat,linear_probe,0.7635116839258534,0.6225355526826115,0.14097613124324193
pns,8,toxic-chat,plain_voronoi,0.6069627908240921,0.5437944408532644,0.06316834997082765
pns,8,toxic-chat,lda,0.7640348954935856,0.6168794440853265,0.14715545140825914
pns,8,toxic-chat,qda,0.7876903436888454,0.5994667097608274,0.188223633928018
pns,8,toxic-chat,power_single,0.6069627908240921,0.5437944408532644,0.06316834997082765
pns,8,toxic-chat,power_multi,0.6566469103337682,0.48282967032967034,0.17381724000409787
pns,8,wildjailbreak,linear_probe,0.7590790659202987,0.5900116144018583,0.16906745151844038
pns,8,wildjailbreak,plain_voronoi,0.6413568878411041,0.6448533681765389,-0.003496480335434815
pns,8,wildjailbreak,lda,0.7593041357979835,0.5886686991869918,0.17063543661099168
pns,8,wildjailbreak,qda,0.7692227266572398,0.6675377468060395,0.10168497985120029
pns,8,wildjailbreak,power_single,0.6413568878411041,0.6448533681765389,-0.003496480335434815
pns,8,wildjailbreak,power_multi,0.5911734924229519,0.531794425087108,0.05937906733584397
pns,10,aegis-2.0,linear_probe,0.7656594202898551,0.560064935064935,0.20559448522492008
pns,10,aegis-2.0,plain_voronoi,0.600037784679089,0.5816883116883117,0.01834947299077727
pns,10,aegis-2.0,lda,0.7656537267080745,0.5583116883116883,0.2073420383963862
pns,10,aegis-2.0,qda,0.8036733954451345,0.5731168831168831,0.23055651232825136
pns,10,aegis-2.0,power_single,0.600037784679089,0.5816883116883117,0.01834947299077727
pns,10,aegis-2.0,power_multi,0.600741718426501,0.6658441558441559,-0.06510243741765487
pns,10,toxic-chat,linear_probe,0.7880352726136117,0.6380494505494505,0.14998582206416122
pns,10,toxic-chat,plain_voronoi,0.6251697889486845,0.43176308985132517,0.1934066990973593
pns,10,toxic-chat,lda,0.792130082626658,0.6287572721396251,0.1633728104870329
pns,10,toxic-chat,qda,0.8048197468199607,0.6331609566903684,0.1716587901295923
pns,10,toxic-chat,power_single,0.6251697889486845,0.43176308985132517,0.1934066990973593
pns,10,toxic-chat,power_multi,0.7028239834746683,0.47656755009696183,0.2262564333777065
pns,10,wildjailbreak,linear_probe,0.7821840792049015,0.6100101626016259,0.17217391660327563
pns,10,wildjailbreak,plain_voronoi,0.6334438431197831,0.6501161440185831,-0.016672300898800008
pns,10,wildjailbreak,lda,0.7828110326331468,0.5963269454123112,0.18648408722083554
pns,10,wildjailbreak,qda,0.7850303812567778,0.6209712543554006,0.16405912690137725
pns,10,wildjailbreak,power_single,0.6334438431197831,0.6501161440185831,-0.016672300898800008
