layer,class_label,n,trace_cov,log_generalized_variance,mean_norm,well_conditioned
30,Refusal,500,4.328216891019793,-23.788493110391165,1.3622417022583935,True
30,Jailbreak,500,3.3030307040135414,-19.6705825639108,0.2711362385535384,True
30,Benign,500,1.5883695966973108,-21.220027847988927,0.2621153377744962,True
