run_id,model_id,sample_per_class,load_in_4bit,n_total,n_Refusal,n_Jailbreak,n_Benign,refusal_rate_harmful,jailbreak_compliance_rate,over_refusal_skipped,seconds_total,gpu_peak_alloc_gb,gpu_name
20260823T184503Z,C:\Users\ethan\models\Qwen2.5-3B-Instruct,,True,2027,692,708,627,0.4942857142857143,0.5057142857142857,73,789.0298636000371,4.254509925842285,NVIDIA GeForce RTX 5070 Laptop GPU
