model,frame,layer,pair,dims,d_mean,d_disp,d_bhattacharyya,rho,error_upper,error_lower,log_trace_ratio,n_a,n_b,rho_lo,rho_hi,rho_se,d_bhattacharyya_lo,d_bhattacharyya_hi,d_bhattacharyya_se,draws_used,err_logistic,err_lda,err_qda,err_best,best_detector,below_floor,above_ceiling,log_trace_R_over_B
Llama-3.1-8B-Instruct,pns,30,Jailbreak_vs_Benign,9,0.19652924512538414,0.34595470928533345,0.5424839544107176,0.6377233952682206,0.29065126429075466,0.0931562430536928,0.5253364221168257,500,500,0.5898053771814072,0.69585396803354,0.028129343752058555,0.4852986876373477,0.6600070901410661,0.042972083687933746,600,0.243,0.254,0.23099999999999998,0.23099999999999998,err_qda,False,False,1.1536731216015381
Llama-3.1-8B-Instruct,pns,30,Jailbreak_vs_Refusal,9,0.2023802610658941,0.7112908188474165,0.9136710799133106,0.778497683121265,0.2005246172494532,0.04197174991387237,-0.6283366994847124,500,500,0.737460170901267,0.8218183876257902,0.0223576898519146,0.8260702447705199,1.1131782648888218,0.07556368675972927,600,0.27100000000000013,0.27100000000000013,0.15800000000000003,0.15800000000000003,err_qda,False,False,1.1536731216015381
Llama-3.1-8B-Instruct,pns,32,Jailbreak_vs_Benign,9,0.1946357790294438,0.3237512442646775,0.5183870232941212,0.6245357806362145,0.2977401347807234,0.09831503371328837,0.6066638987722617,500,500,0.5749378476258945,0.6865232406142795,0.029002671252653028,0.472760881430648,0.6337384023897964,0.04030840798564944,600,0.245,0.244,0.21100000000000008,0.21100000000000008,err_qda,False,False,0.9682598629953098
Llama-3.1-8B-Instruct,pns,32,Jailbreak_vs_Refusal,9,0.2699840907445868,0.6836781102467171,0.9536622009913038,0.7168975655489478,0.1926636451812212,0.03861001330167069,-0.36159596422304807,500,500,0.6718932518697881,0.7712247885573694,0.024415031561278448,0.8540468658783156,1.155333260623351,0.07652774963908641,600,0.21299999999999997,0.21799999999999997,0.16500000000000004,0.16500000000000004,err_qda,False,False,0.9682598629953098
Mistral-7B-Instruct-v0.3,pns,2,Jailbreak_vs_Benign,9,0.06447108224844221,0.12169527233375277,0.186166354582195,0.6536910098866583,0.4150677433263636,0.22121913901783002,0.01544718507774958,500,500,0.6008207941952831,0.7500070850998394,0.03843721540410989,0.16932657610646362,0.2769237806453338,0.027767633430096268,600,0.379,0.381,0.36,0.36,err_qda,False,False,0.23505656080503282
Mistral-7B-Instruct-v0.3,pns,2,Jailbreak_vs_Refusal,9,0.10608745408243819,0.3606942346240398,0.466781688706478,0.7727257588522326,0.31350848017769084,0.11049719788341134,-0.2196093757272834,500,500,0.7237243202394836,0.8199798541473022,0.023742983720243475,0.432388337477228,0.5769726088350354,0.036545977178771775,600,0.3480000000000001,0.3440000000000001,0.377,0.3440000000000001,err_lda,False,True,0.23505656080503282
Mistral-7B-Instruct-v0.3,pns,4,Jailbreak_vs_Benign,9,0.08101565447566152,0.13859273656424165,0.21960839103990315,0.6310903509104038,0.40141656652930485,0.20189810447462064,-0.011827824089322413,500,500,0.5804589741349427,0.7177127001342439,0.037298805827199855,0.19456385863888553,0.30588200920074987,0.02740456005117706,600,0.363,0.358,0.31699999999999995,0.31699999999999995,err_qda,False,False,-0.3281037941947874
Mistral-7B-Instruct-v0.3,pns,4,Jailbreak_vs_Refusal,9,0.11247960591436822,0.48767461198390905,0.6001542178982773,0.8125821621178161,0.27436350302143,0.08199920070673333,0.31627597010546504,500,500,0.7763210694835601,0.8533577491604064,0.020049767020429942,0.5526157008467761,0.7273272285097651,0.04327722590186225,600,0.33100000000000007,0.3340000000000001,0.33099999999999996,0.33099999999999996,err_qda,False,True,-0.3281037941947874
Mistral-7B-Instruct-v0.3,pns,6,Jailbreak_vs_Benign,9,0.14223057638805947,0.18740523034083445,0.3296358067288939,0.5685220674311157,0.35959280415085937,0.15259099723392072,-0.048345186773273936,500,500,0.5263065033341724,0.650519070393414,0.032346576067649783,0.2941280500644086,0.4311937038501509,0.035142241895570685,600,0.30000000000000004,0.30699999999999994,0.276,0.276,err_qda,False,False,-0.3660913256231599
Mistral-7B-Instruct-v0.3,pns,6,Jailbreak_vs_Refusal,9,0.208858824435178,0.5854512224617743,0.7943100468969523,0.7370562977881183,0.225946456152965,0.0539639039809488,0.3177461388498859,500,500,0.7035350179293783,0.7716735370825171,0.016931064137225296,0.7294102114081583,0.934671586179775,0.05402846509866609,600,0.277,0.28300000000000003,0.279,0.277,err_logistic,False,True,-0.3660913256231599
Mistral-7B-Instruct-v0.3,pns,8,Jailbreak_vs_Benign,9,0.08892806828797224,0.13649723980078043,0.22542530808875266,0.6055098292115445,0.39908833778144537,0.19878828268667403,-0.05942130986922846,500,500,0.5569407890722133,0.7052410357200043,0.039064268234642915,0.2087669482076078,0.3032401848151642,0.024996767542918387,600,0.34199999999999997,0.349,0.32099999999999995,0.32099999999999995,err_qda,False,False,-0.47748179823932807
Mistral-7B-Instruct-v0.3,pns,8,Jailbreak_vs_Refusal,9,0.19988858292894776,0.590479213444782,0.7903677963737298,0.747094221391544,0.2268389517526957,0.0544171345667136,0.4180604883700998,500,500,0.7062914667334076,0.7880924652437729,0.02080109632667461,0.731702337516174,0.9257502203085083,0.05064085341125212,600,0.28800000000000003,0.29200000000000004,0.267,0.267,err_qda,False,True,-0.47748179823932807
Mistral-7B-Instruct-v0.3,pns,10,Jailbreak_vs_Benign,9,0.17056854205110622,0.22406358558418127,0.3946321276352875,0.5677783684942579,0.33696395655407085,0.13060144561270104,-0.11940134747289774,500,500,0.5232069198510304,0.6475641164346065,0.03223322891400987,0.3616068193633275,0.49333049597503115,0.03363324831546919,600,0.278,0.281,0.2779999999999999,0.2779999999999999,err_qda,False,False,-0.39086313917385995
Mistral-7B-Instruct-v0.3,pns,10,Jailbreak_vs_Refusal,9,0.23364208008188836,0.5862572950391378,0.8198993751210262,0.7150356651419569,0.22023798755888543,0.05111780071380395,0.27146179170096235,500,500,0.6788767646234581,0.7533181847699355,0.018803710589930422,0.7507731298778224,0.9611680886807428,0.05433258675225227,600,0.2609999999999999,0.26,0.268,0.26,err_lda,False,True,-0.39086313917385995
Mistral-7B-Instruct-v0.3,pns,12,Jailbreak_vs_Benign,9,0.23777189614981453,0.2171699265959397,0.45494182274575423,0.4773575779101449,0.31724243973133004,0.11353236301947167,-0.20084494355489493,500,500,0.440557404957895,0.5585715316294244,0.031202072317210883,0.41374492942093744,0.5674139746031001,0.038353732785023,600,0.2569999999999999,0.2589999999999999,0.267,0.2569999999999999,err_logistic,False,False,-0.5414250615701209
Mistral-7B-Instruct-v0.3,pns,12,Jailbreak_vs_Refusal,9,0.2520856348338153,0.5041790126075405,0.7562646474413558,0.6666700794666418,0.23470829635129886,0.05851159061208544,0.34058011801522603,500,500,0.6280079212391588,0.712082253640737,0.021647313549794663,0.6948077370460006,0.901787213068343,0.05209163450034787,600,0.24,0.243,0.2609999999999999,0.24,err_logistic,False,True,-0.5414250615701209
Mistral-7B-Instruct-v0.3,pns,14,Jailbreak_vs_Benign,9,0.23871614649540784,0.21182780062682482,0.45054394712223267,0.47016012972726917,0.3186407049683822,0.11468441358121473,-0.1723250661548101,500,500,0.42962351019051487,0.551975972941603,0.031915289745924426,0.41577785862738087,0.5538686135323274,0.03637638829831328,600,0.274,0.277,0.24,0.24,err_qda,False,False,-0.7520235959029056
Mistral-7B-Instruct-v0.3,pns,14,Jailbreak_vs_Refusal,9,0.23464526772842775,0.38744702181296553,0.6220922895413933,0.6228127696271427,0.268410039363184,0.07815162585467511,0.5796985297480955,500,500,0.573564366341555,0.685315576799449,0.027392269994463793,0.5720063687796275,0.7548077917777445,0.047288441912561194,600,0.252,0.25,0.255,0.25,err_lda,False,False,-0.7520235959029056
Mistral-7B-Instruct-v0.3,pns,16,Jailbreak_vs_Benign,9,0.19999503717615266,0.2415303806496354,0.441525417825788,0.5470361861362547,0.32152737268456805,0.11708989486491889,-0.34211849637880165,500,500,0.5071429417169688,0.6213525312588911,0.02929761477457958,0.40084343565647096,0.5488016619511066,0.037047312278560396,600,0.28700000000000003,0.28900000000000003,0.257,0.257,err_qda,False,False,-1.0655455948247214
Mistral-7B-Instruct-v0.3,pns,16,Jailbreak_vs_Refusal,9,0.20654260840947813,0.4718476029745311,0.6783902113840092,0.6955401110695527,0.25371659770674715,0.06915444989171277,0.7234270984459198,500,500,0.6435673163950428,0.7523984455587628,0.027641703635847954,0.6199622003938084,0.8110390837674218,0.05015404742945784,600,0.26,0.2579999999999999,0.244,0.244,err_qda,False,False,-1.0655455948247214
Mistral-7B-Instruct-v0.3,pns,18,Jailbreak_vs_Benign,9,0.1168158791257055,0.3524169930433487,0.46923287216905424,0.7510492421689943,0.3127409544332016,0.10988066515460926,0.9046047302516753,500,500,0.7015867357480262,0.7990275615672716,0.02417046196433686,0.4202082672647265,0.581578813265655,0.03953508051823086,600,0.30699999999999994,0.31199999999999994,0.247,0.247,err_qda,False,False,0.1328349048465677
Mistral-7B-Instruct-v0.3,pns,18,Jailbreak_vs_Refusal,9,0.31850885089876024,0.4922930243379646,0.8108018752367249,0.6071680880045237,0.2222507442701466,0.052110943791472075,0.7717698254051077,500,500,0.5637253290729445,0.6645001919186138,0.025658430413866156,0.7294440595204961,0.9758203080742025,0.06448542371741262,600,0.22199999999999986,0.2230000000000001,0.241,0.22199999999999986,err_logistic,False,False,0.1328349048465677
Mistral-7B-Instruct-v0.3,pns,20,Jailbreak_vs_Benign,9,0.130616056171289,0.375970612668203,0.506586668839492,0.7421644425217323,0.301274385601253,0.10095896880071653,0.9271833186119783,500,500,0.6944450073053998,0.7949515168463402,0.023774998036295684,0.45912489468913276,0.6111621640821739,0.03736650279235852,600,0.30500000000000005,0.29900000000000004,0.2350000000000001,0.2350000000000001,err_qda,False,False,0.06765500845968235
Mistral-7B-Instruct-v0.3,pns,20,Jailbreak_vs_Refusal,9,0.31095812271122275,0.528206904435665,0.8391650271468878,0.6294434197663571,0.21603557026416936,0.04908023731418121,0.8595283101522961,500,500,0.5843644754670707,0.6917144916212123,0.027801885023359445,0.760143437002754,1.0135685451887149,0.06659190096890488,600,0.22299999999999998,0.21999999999999997,0.22499999999999998,0.21999999999999997,err_lda,False,True,0.06765500845968235
Mistral-7B-Instruct-v0.3,pns,22,Jailbreak_vs_Benign,9,0.15867167843675165,0.38505349055741966,0.5437251689941713,0.7081766902012723,0.29029072750086576,0.09289891485404012,0.9422428779105224,500,500,0.6719105763316807,0.7596671997858335,0.022309203953192375,0.49581161828909087,0.6579383249297798,0.04062455646214952,600,0.2670000000000001,0.2739999999999999,0.2310000000000001,0.2310000000000001,err_qda,False,False,0.014710227491739601
Mistral-7B-Instruct-v0.3,pns,22,Jailbreak_vs_Refusal,9,0.29836134707977274,0.5333468011146607,0.8317081481944335,0.6412667740150322,0.21765254265209205,0.04985849927264063,0.9275326504187829,500,500,0.5949936036501778,0.705055152906213,0.02859684975804702,0.7487516579383766,1.0024441165824427,0.06580996620824374,600,0.21900000000000008,0.2230000000000001,0.235,0.21900000000000008,err_logistic,False,True,0.014710227491739601
Mistral-7B-Instruct-v0.3,pns,24,Jailbreak_vs_Benign,9,0.1769029330553594,0.37562757859266327,0.5525305116480227,0.6798313770442934,0.28774583892688027,0.0910961822380893,0.8550324827607727,500,500,0.6425255736292318,0.7303331877525058,0.02271623163375927,0.4993922604321916,0.6704539796344391,0.042730457977232836,600,0.2620000000000001,0.266,0.2310000000000001,0.2310000000000001,err_qda,False,False,-0.09896383972653969
Mistral-7B-Instruct-v0.3,pns,24,Jailbreak_vs_Refusal,9,0.2779971071111265,0.5214840245452361,0.7994811316563626,0.6522780887459184,0.22478108359409749,0.05337547709707724,0.9539963224873125,500,500,0.6028270879067965,0.7129759884554268,0.029061134700508997,0.7217474202498746,0.9659383632972884,0.061984123722737004,600,0.23099999999999998,0.23199999999999998,0.23199999999999998,0.23099999999999998,err_logistic,False,True,-0.09896383972653969
Mistral-7B-Instruct-v0.3,pns,26,Jailbreak_vs_Benign,9,0.18603727151283728,0.33985841114541415,0.5258956826582515,0.6462468172918393,0.29551287785080554,0.09667365691745983,0.7727475599022814,500,500,0.6059974687980654,0.7031355103154352,0.023753465181572786,0.4779501254819402,0.6361013861181815,0.04010519799912096,600,0.2600000000000001,0.275,0.247,0.247,err_qda,False,False,-0.29306911270072505
Mistral-7B-Instruct-v0.3,pns,26,Jailbreak_vs_Refusal,9,0.24881503410655606,0.5251951436235451,0.7740101777301012,0.6785377747405819,0.23058001081126997,0.056341506770945904,1.0658166726030065,500,500,0.6268708180889163,0.7369125414302423,0.028791788069125118,0.6926113926712116,0.9409694533898374,0.06259724926697946,600,0.235,0.23699999999999988,0.24499999999999988,0.235,err_logistic,False,True,-0.29306911270072505
Mistral-7B-Instruct-v0.3,pns,28,Jailbreak_vs_Benign,9,0.22540738416353837,0.33614684085714686,0.5615542250206852,0.5986008579042651,0.28516098299158105,0.08928937951487642,0.6584748681799512,500,500,0.5603816276782341,0.6543498507747852,0.02394150570352615,0.515775236054158,0.6750320524810517,0.040404955638409894,600,0.24099999999999988,0.2529999999999999,0.236,0.236,err_qda,False,False,-0.4411311222725215
Mistral-7B-Instruct-v0.3,pns,28,Jailbreak_vs_Refusal,9,0.21804802833095216,0.6294481349640275,0.8474961632949797,0.7427150260088454,0.21424322501848841,0.048225896565908366,1.0996059904524726,500,500,0.6951835320185011,0.7895272510052226,0.024405291587891346,0.7628803386324073,1.0323901282955514,0.06840879343155905,600,0.242,0.245,0.235,0.235,err_qda,False,True,-0.4411311222725215
Mistral-7B-Instruct-v0.3,pns,30,Jailbreak_vs_Benign,9,0.22325551639538496,0.278224826951492,0.501480343346877,0.5548070440700049,0.30281672516933067,0.1021281224342162,0.35646193253705744,500,500,0.521200192626242,0.615079582000511,0.024235425021240327,0.46282545247307105,0.6100252426721922,0.0392388232723296,600,0.244,0.252,0.2300000000000001,0.2300000000000001,err_qda,False,False,-0.8147772530768826
Mistral-7B-Instruct-v0.3,pns,30,Jailbreak_vs_Refusal,9,0.1927464453635858,0.7266686342129152,0.9194150795765009,0.7903597084220456,0.1993761055985652,0.04147064595998895,1.1712391856139401,500,500,0.7501385781748486,0.8304549348893147,0.020987927886119077,0.8185862713359006,1.1138845549887153,0.07173126341779869,600,0.2649999999999999,0.264,0.235,0.235,err_qda,False,True,-0.8147772530768826
Mistral-7B-Instruct-v0.3,pns,32,Jailbreak_vs_Benign,9,0.2082594469077198,0.24930227948450145,0.45756172639222126,0.544849503585446,0.3164123829158878,0.11285247781047392,0.342181153758898,500,500,0.5115648967985519,0.6119236811246767,0.025151676825408337,0.41768524421607,0.5632565301328598,0.03793510588661343,600,0.245,0.259,0.2579999999999999,0.245,err_logistic,False,False,-0.8373664120148122
Mistral-7B-Instruct-v0.3,pns,32,Jailbreak_vs_Refusal,9,0.2017070646235385,0.6151892756861272,0.8168963403096657,0.7530811993268617,0.22090036397423765,0.05144339354319022,1.1795475657737102,500,500,0.706630669865099,0.7994030732918957,0.02376772205985899,0.7466901842536087,0.9793293738701621,0.061730597352326534,600,0.267,0.267,0.2270000000000001,0.2270000000000001,err_qda,False,True,-0.8373664120148122
