model,layer,frame,pair,rho_before,rho_after,rho_delta,d_b_before,d_b_after,d_b_retained,d_mean_before,d_mean_after,d_disp_before,d_disp_after,delta_before,delta_after,frame_variance_removed
Mistral-7B-Instruct-v0.3,22,pns,Jailbreak_vs_Benign,0.7081766902012723,0.7136641549210214,0.005487464719749147,0.5437251689941713,0.32168525475335863,0.5916320838125613,0.15867167843675165,0.09211001926924947,0.38505349055741966,0.22957523548410919,0.01471022749173982,0.0010013416041309495,0.7255278396183696
Mistral-7B-Instruct-v0.3,22,pns,Jailbreak_vs_Refusal,0.6412667740150322,0.9173597821942305,0.27609300817919835,0.8317081481944335,0.38517521438712155,0.46311343134404015,0.29836134707977274,0.031830963610335654,0.5333468011146607,0.3533442507767859,0.01471022749173982,0.0010013416041309495,0.7255278396183696
Mistral-7B-Instruct-v0.3,24,pns,Jailbreak_vs_Benign,0.6798313770442934,0.6851454774005656,0.005314100356272222,0.5525305116480227,0.3174851789242779,0.5746020757791649,0.1769029330553594,0.09996164444259951,0.37562757859266327,0.21752353448167838,-0.09896383972653994,-0.08980165584809431,0.7214877828613131
Mistral-7B-Instruct-v0.3,24,pns,Jailbreak_vs_Refusal,0.6522780887459184,0.9080880789724496,0.25580999022653117,0.7994811316563626,0.3896267759075219,0.48734955770662697,0.2779971071111265,0.035811345457431226,0.5214840245452361,0.3538154304500907,-0.09896383972653994,-0.08980165584809431,0.7214877828613131
Mistral-7B-Instruct-v0.3,26,pns,Jailbreak_vs_Benign,0.6462468172918393,0.6847773150823152,0.038530497790475904,0.5258956826582515,0.30813225764238744,0.5859189717718682,0.18603727151283728,0.09713027756378118,0.33985841114541415,0.21100198007860627,-0.2930691127007252,-0.2131538144766912,0.7257657162773957
Mistral-7B-Instruct-v0.3,26,pns,Jailbreak_vs_Refusal,0.6785377747405819,0.9204213344200578,0.24188355967947595,0.7740101777301012,0.41133528860643714,0.531433953249476,0.24881503410655606,0.032733513373240666,0.5251951436235451,0.3786017752331965,-0.2930691127007252,-0.2131538144766912,0.7257657162773957
Mistral-7B-Instruct-v0.3,28,pns,Jailbreak_vs_Benign,0.5986008579042651,0.6517822698050253,0.0531814119007602,0.5615542250206852,0.33617770931319485,0.5986558275842578,0.22540738416353837,0.11706303887918673,0.33614684085714686,0.21911467043400812,-0.44113112227252166,-0.3496142417675902,0.7169653916009883
Mistral-7B-Instruct-v0.3,28,pns,Jailbreak_vs_Refusal,0.7427150260088454,0.926449293713474,0.18373426770462853,0.8474961632949797,0.5298753261128947,0.6252244541766334,0.21804802833095216,0.03897270447940666,0.6294481349640275,0.49090262163348797,-0.44113112227252166,-0.3496142417675902,0.7169653916009883
Mistral-7B-Instruct-v0.3,30,pns,Jailbreak_vs_Benign,0.5548070440700049,0.6056667456504424,0.05085970158043751,0.501480343346877,0.3569316095443008,0.7117559327692513,0.22325551639538496,0.14075000317182976,0.278224826951492,0.21618160637247108,-0.8147772530768828,-0.49817255848052333,0.7012767617741414
Mistral-7B-Instruct-v0.3,30,pns,Jailbreak_vs_Refusal,0.7903597084220456,0.919440279328306,0.12908057090626035,0.9194150795765009,0.6198813502587073,0.674212729406435,0.1927464453635858,0.04993746842643394,0.7266686342129152,0.5699438818322733,-0.8147772530768828,-0.49817255848052333,0.7012767617741414
Mistral-7B-Instruct-v0.3,32,pns,Jailbreak_vs_Benign,0.544849503585446,0.6137440929293496,0.06889458934390358,0.45756172639222126,0.3359140626692017,0.7341393374787135,0.2082594469077198,0.12974879097407982,0.24930227948450145,0.2061652716951219,-0.8373664120148122,-0.5143669250991206,0.7004402900645929
Mistral-7B-Instruct-v0.3,32,pns,Jailbreak_vs_Refusal,0.7530811993268617,0.9139817769906643,0.1609005776638026,0.8168963403096657,0.4959265290190054,0.6070862416044264,0.2017070646235385,0.04265871876940258,0.6151892756861272,0.45326781024960283,-0.8373664120148122,-0.5143669250991206,0.7004402900645929
